_id,days,destinations,imageLink,nights,price,titleLink,titleText
64142462f09e1d8dbe995b09,4,Delhi (1N) - Manali (3N),https://imgcld.yatra.com/ytimages/image/upload/t_holidays_srplist_desktop_hc/v1461309470/Hampta_Pass4.jpg,5,8599,https://packages.yatra.com/holidays/dom/details.htm?packageId=2315650564&parentPageId=eb9eabf9-4a9c-442e-96b0-5e67c4e752f1,"Apple Bud Hotel, Manali - Volvo Package"
64142462f09e1d8dbe995b0a,4,Dehradun (4N),https://imgcld.yatra.com/ytimages/image/upload/t_holidays_srplist_desktop_hc/v7442893352/MarketPlaceHolidays/India/Uttarakhand/Dehradun/kedarkantha_4__7WHipx.jpg,5,4999,https://packages.yatra.com/holidays/dom/details.htm?packageId=MPP-1560-37089&parentPageId=eb9eabf9-4a9c-442e-96b0-5e67c4e752f1,Kedarkantha Trek Uttarakhand
64142462f09e1d8dbe995b0b,4,Delhi (1N) - Manali (3N),https://imgcld.yatra.com/ytimages/image/upload/t_holidays_srplist_desktop_hc/v1438851617/Manali_DSC_4465.jpg,5,8999,https://packages.yatra.com/holidays/dom/details.htm?packageId=2516409162&parentPageId=eb9eabf9-4a9c-442e-96b0-5e67c4e752f1,The AshaPuri Residency Manali - Volvo Package
64142462f09e1d8dbe995b0c,5,Manali (5N),https://imgcld.yatra.com/ytimages/image/upload/t_holidays_srplist_desktop_hc/v1440397595/DSC_1171-Snowfall-Christ_Church-Shimla.jpg,6,5499,https://packages.yatra.com/holidays/dom/details.htm?packageId=MPP-1791-37242&parentPageId=eb9eabf9-4a9c-442e-96b0-5e67c4e752f1,Graceful Manali
64142462f09e1d8dbe995b0d,4,Delhi (1N) - Agra (1N) - Jaipur (2N),https://imgcld.yatra.com/ytimages/image/upload/t_holidays_srplist_desktop_hc/v1396180059/Domestic%20Holidays/Rajasthan/Jaipur/shutterstock_93873448.jpg,5,15999,https://packages.yatra.com/holidays/dom/details.htm?packageId=2547306062&parentPageId=eb9eabf9-4a9c-442e-96b0-5e67c4e752f1,4 Nights - Golden Triangle
64142462f09e1d8dbe995b0e,3,Manali (3N),https://imgcld.yatra.com/ytimages/image/upload/t_holidays_srplist_desktop_hc/v1441268144/Manali_town_103.jpg,4,5650,https://packages.yatra.com/holidays/dom/details.htm?packageId=MPP-145-946&parentPageId=eb9eabf9-4a9c-442e-96b0-5e67c4e752f1,Misty Manali
64142462f09e1d8dbe995b0f,5,Leh (2N) - Nubra (1N) - Pangong (1N),https://imgcld.yatra.com/ytimages/image/upload/t_holidays_srplist_desktop_hc/v1527082217/Pangong_Tso_1527080934.jpg,6,18999,https://packages.yatra.com/holidays/dom/details.htm?packageId=2165190941&parentPageId=eb9eabf9-4a9c-442e-96b0-5e67c4e752f1,Amazing Ladakh With Nubra and Pangong (Group Tour)
64142462f09e1d8dbe995b10,3,Manali (3N),https://imgcld.yatra.com/ytimages/image/upload/t_holidays_srplist_desktop_hc/v1459507877/Manali-Solang_Valley2.jpg,4,5750,https://packages.yatra.com/holidays/dom/details.htm?packageId=MPP-1433-22078&parentPageId=eb9eabf9-4a9c-442e-96b0-5e67c4e752f1,Snow Covered Manali Holiday Tour
64142462f09e1d8dbe995b11,4,Srinagar (1N) - Srinagar (3N),https://imgcld.yatra.com/ytimages/image/upload/t_holidays_srplist_desktop_hc/v1474548050/Srinagar_Activities_to_do_Visit_Nagin_Lake.jpg,5,19999,https://packages.yatra.com/holidays/dom/details.htm?packageId=2606756232&parentPageId=eb9eabf9-4a9c-442e-96b0-5e67c4e752f1,04 Nights in Kashmir - Standard - Summer Special
64142462f09e1d8dbe995b12,5,Manali (5N),https://imgcld.yatra.com/ytimages/image/upload/t_holidays_srplist_desktop_hc/v1484282643/Manali_overview1.jpg,6,5999,https://packages.yatra.com/holidays/dom/details.htm?packageId=MPP-145-32840&parentPageId=eb9eabf9-4a9c-442e-96b0-5e67c4e752f1,Sweet Mist Of Manali
64142462f09e1d8dbe995b13,5,Port Blair (1N) - Havelock (2N) - Neil Island (1N),https://imgcld.yatra.com/ytimages/image/upload/t_holidays_srplist_desktop_hc/v1396179020/Domestic%20Holidays/Andaman%20and%20Nicobar%20Islands/Andaman/shutterstock_95292481.jpg,6,24499,https://packages.yatra.com/holidays/dom/details.htm?packageId=2518881956&parentPageId=eb9eabf9-4a9c-442e-96b0-5e67c4e752f1,"5 Nights in Andaman - Port Blair, Havelock and Neil Island - Yatra Special"
